D:\Daten\2015\10_Oktober\151019a.B\032.D
Intensity Vs Time,CPS
Time [Sec],Mg25,Al27,P31,Ca43,Sr88,Y89,Ba137,La139,Ce140,Pb208,Th232,U238
0.156,200.00,800.03,2200.23,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.302,0.00,400.01,3600.61,100.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
0.448,0.00,900.04,3000.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.594,100.00,700.02,3300.51,200.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
0.740,0.00,700.02,2500.29,200.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
0.886,0.00,600.02,3700.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
1.032,0.00,900.04,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.178,0.00,600.02,3700.64,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.324,100.00,400.01,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.470,0.00,900.04,2400.27,100.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00
1.616,200.00,600.02,4000.75,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.762,0.00,500.01,3700.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
1.908,0.00,700.02,3100.45,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
2.054,0.00,1200.07,3000.42,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2.200,0.00,900.04,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.346,0.00,1600.12,3600.61,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.492,0.00,700.02,3600.61,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
2.638,0.00,700.02,3400.54,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
2.784,0.00,900.04,2800.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.930,0.00,600.02,4100.79,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
3.076,100.00,500.01,4400.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.222,0.00,400.01,2500.29,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.368,0.00,1100.06,3500.57,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.514,0.00,1200.07,3700.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.660,100.00,500.01,3400.54,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.806,0.00,1000.05,2600.32,200.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
3.952,0.00,400.01,2800.37,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
4.098,0.00,1200.07,2700.34,200.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
4.244,0.00,500.01,3200.48,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4.391,100.00,800.03,3200.48,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4.537,100.00,1000.05,2000.19,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
4.683,0.00,1200.07,4100.79,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
4.829,0.00,800.03,2700.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.975,0.00,600.02,4100.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.121,0.00,1500.11,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.267,100.00,1200.07,3300.51,100.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,100.00
5.413,0.00,1100.06,4500.95,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
5.559,0.00,1000.05,2800.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.705,0.00,900.04,3600.61,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
5.851,0.00,800.03,3200.48,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
5.997,0.00,1400.09,3100.45,400.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.143,100.00,900.04,3400.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.289,0.00,800.03,3200.48,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
6.435,0.00,1000.05,3000.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.581,0.00,800.03,2600.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.727,100.00,1200.07,5001.17,400.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.873,0.00,1000.05,3700.64,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.018,0.00,1000.05,3400.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.165,0.00,800.03,3000.42,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
7.311,0.00,800.03,2700.34,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.457,0.00,1700.14,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.603,0.00,1600.12,2800.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.749,0.00,700.02,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
7.895,0.00,1000.05,2700.34,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
8.041,0.00,900.04,3300.51,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00
8.187,0.00,600.02,3600.61,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.333,0.00,1200.07,4000.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.479,0.00,1100.06,3800.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.625,0.00,1200.07,3400.54,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
8.771,0.00,800.03,3500.57,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.917,200.00,1000.05,3300.51,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9.063,0.00,800.03,3800.68,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
9.209,200.00,200.00,3200.48,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9.355,0.00,900.04,2900.39,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
9.501,0.00,900.04,3200.48,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9.647,0.00,1100.06,3100.45,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
