D:\Daten\2015\10_Oktober\151019a.B\047.D
Intensity Vs Time,CPS
Time [Sec],Mg25,Al27,P31,Ca43,Sr88,Y89,Ba137,La139,Ce140,Pb208,Th232,U238
0.156,0.00,1000.05,3300.51,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.302,0.00,1200.07,3400.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.448,0.00,1400.09,2100.21,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
0.594,0.00,1000.05,2200.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
0.740,0.00,1100.06,3000.42,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
0.886,0.00,900.04,3300.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.032,0.00,1300.08,3600.61,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.178,0.00,500.01,2500.29,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.324,100.00,1100.06,3300.51,100.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
1.470,0.00,1000.05,3700.64,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
1.617,0.00,700.02,3000.42,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
1.763,100.00,600.02,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.909,100.00,900.04,3800.68,300.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2.055,0.00,600.02,3800.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
2.201,0.00,900.04,3900.71,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
2.346,0.00,1400.09,3700.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.493,0.00,1000.05,2900.39,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
2.639,0.00,1300.08,2300.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
2.785,0.00,600.02,3200.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.931,100.00,700.02,4200.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.077,0.00,600.02,2800.37,200.00,0.00,0.00,0.00,100.00,200.00,0.00,0.00,0.00
3.223,0.00,1200.07,4100.79,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
3.369,0.00,1400.09,3500.57,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
3.515,100.00,900.04,2800.37,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.661,0.00,700.02,3000.42,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.807,0.00,500.01,2900.39,300.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00
3.953,0.00,1600.12,3000.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.099,200.00,400.01,4600.99,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.245,100.00,1000.05,2200.23,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00
4.391,100.00,1100.06,2900.39,200.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
4.537,100.00,300.00,3000.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.683,0.00,1000.05,4701.04,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00
4.829,0.00,700.02,2700.34,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4.975,0.00,1000.05,3700.64,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.121,0.00,1000.05,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.267,0.00,500.01,3800.68,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
