D:\Daten\2015\10_Oktober\151019a.B\020.D
Intensity Vs Time,CPS
Time [Sec],Mg25,Al27,P31,Ca43,Sr88,Y89,Ba137,La139,Ce140,Pb208,Th232,U238
0.156,0.00,700.02,4100.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.302,0.00,900.04,4000.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.448,100.00,900.04,3000.42,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.594,0.00,600.02,2500.29,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.740,200.00,700.02,3100.45,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.886,100.00,1000.05,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.032,0.00,700.02,3200.48,100.00,0.00,100.00,0.00,0.00,0.00,200.00,0.00,0.00
1.178,100.00,800.03,2900.39,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.324,100.00,1200.07,3400.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.470,0.00,600.02,2500.29,300.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
1.616,0.00,800.03,2700.34,100.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00
1.762,100.00,900.04,4200.83,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.908,0.00,900.04,3000.42,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
2.054,0.00,600.02,3400.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.200,0.00,1200.07,3700.64,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00
2.346,100.00,600.02,4300.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,2400.30
2.493,100.00,800.03,2400.27,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.639,0.00,900.04,3900.71,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.785,100.00,300.00,3300.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.931,0.00,800.03,4500.95,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.077,0.00,1000.05,3400.54,200.00,0.00,0.00,100.00,0.00,0.00,200.00,0.00,0.00
3.223,0.00,1000.05,2700.34,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
3.369,100.00,500.01,4200.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.515,0.00,800.03,2800.37,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.661,0.00,1000.05,3300.51,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
3.807,0.00,900.04,3500.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
3.953,0.00,400.01,3200.48,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.099,100.00,800.03,1800.15,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.245,0.00,300.00,2900.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.391,0.00,1200.07,3400.54,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4.537,0.00,1100.06,3600.61,700.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.683,0.00,200.00,3100.45,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.829,0.00,1400.09,3100.45,100.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00
4.975,0.00,500.01,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.121,0.00,1000.05,3400.54,200.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
5.267,0.00,600.02,4801.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.413,0.00,1000.05,3500.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.559,100.00,1400.09,3700.64,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.705,0.00,800.03,3400.54,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.851,0.00,600.02,4000.75,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
