D:\Daten\2015\10_Oktober\151019a.B\036.D
Intensity Vs Time,CPS
Time [Sec],Mg25,Al27,P31,Ca43,Sr88,Y89,Ba137,La139,Ce140,Pb208,Th232,U238
0.156,200.00,700.02,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.302,0.00,900.04,3100.45,200.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
0.448,200.00,800.03,4400.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00
0.594,200.00,800.03,3200.48,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.740,0.00,100.00,3700.64,200.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
0.886,0.00,900.04,4600.99,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
1.032,0.00,1000.05,3500.57,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
1.178,0.00,1700.14,4200.83,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.324,0.00,400.01,3500.57,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.470,0.00,1100.06,3400.54,200.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
1.616,0.00,300.00,3200.48,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.762,0.00,800.03,4200.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.908,0.00,1200.07,3300.51,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2.054,0.00,900.04,2300.25,300.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
2.200,0.00,700.02,3500.57,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2.346,0.00,700.02,3400.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.492,0.00,1100.06,3800.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.638,0.00,800.03,4600.99,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
2.784,0.00,1500.11,3700.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.930,0.00,600.02,2900.39,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.076,0.00,1200.07,2600.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.222,100.00,1000.05,3900.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.368,0.00,1000.05,3600.61,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.514,0.00,1000.05,2100.21,300.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
3.660,200.00,1100.06,4200.83,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
3.806,0.00,1300.08,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.952,0.00,1000.05,3800.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.098,0.00,1200.07,4500.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.244,100.00,900.04,3300.51,300.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00
4.390,0.00,1100.06,1800.15,300.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
4.537,100.00,1500.11,3800.68,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
4.683,0.00,800.03,3200.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.829,0.00,800.03,3000.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.975,100.00,600.02,3900.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.121,0.00,1000.05,3300.51,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.267,100.00,800.03,4500.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.413,0.00,1300.08,2200.23,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.559,0.00,800.03,4100.79,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.705,0.00,400.01,3000.42,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
5.851,0.00,100.00,2300.25,100.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00
5.997,0.00,300.00,2800.37,400.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.143,0.00,1300.08,3200.48,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
6.289,0.00,500.01,2900.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.435,0.00,600.02,3000.42,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
6.581,100.00,1100.06,3000.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.727,100.00,800.03,3500.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.873,100.00,500.01,3500.57,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
7.018,0.00,500.01,3900.71,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00
7.165,0.00,800.03,3200.48,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.311,0.00,1000.05,3000.42,200.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
7.457,0.00,900.04,2400.27,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
7.603,0.00,600.02,4100.79,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.749,0.00,1400.09,4100.79,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.895,100.00,1100.06,2900.39,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
8.041,0.00,1100.06,3000.42,400.01,0.00,0.00,100.00,0.00,0.00,100.00,0.00,100.00
8.187,100.00,500.01,3800.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
