D:\Daten\2015\10_Oktober\151019a.B\045.D
Intensity Vs Time,CPS
Time [Sec],Mg25,Al27,P31,Ca43,Sr88,Y89,Ba137,La139,Ce140,Pb208,Th232,U238
0.156,0.00,1900.17,2600.32,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.302,0.00,700.02,4500.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.448,100.00,900.04,3200.48,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,100.00
0.594,0.00,1200.07,2800.37,100.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00
0.740,0.00,900.04,2600.32,0.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00
0.886,0.00,1100.06,3200.48,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
1.032,100.00,900.04,3800.68,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.178,0.00,1300.08,3200.48,200.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.324,0.00,500.01,3500.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.470,0.00,700.02,3300.51,200.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.616,0.00,1500.11,3700.64,500.01,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00
1.762,100.00,900.04,4200.83,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
1.908,0.00,900.04,2800.37,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.054,0.00,1100.06,3000.42,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
2.200,0.00,1100.06,3000.42,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.346,100.00,1700.14,3500.57,300.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00
2.492,0.00,300.00,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00
2.638,100.00,1200.07,3100.45,100.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2.784,0.00,700.02,3000.42,200.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.930,0.00,700.02,4100.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.076,0.00,500.01,2200.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.222,0.00,1000.05,3200.48,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.368,0.00,1100.06,2700.34,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.514,0.00,400.01,2000.19,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.660,0.00,1100.06,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.806,0.00,400.01,3300.51,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.952,0.00,1500.11,2800.37,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.098,200.00,800.03,2600.32,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.244,0.00,1400.09,3400.54,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.390,0.00,900.04,2300.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.536,0.00,600.02,2000.19,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
4.682,0.00,500.01,3500.57,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
4.828,100.00,700.02,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.974,0.00,400.01,2700.34,400.01,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
5.121,0.00,800.03,2100.21,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
5.267,0.00,1000.05,3400.54,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.413,0.00,800.03,3000.42,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
5.559,0.00,500.01,4000.75,100.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00
5.705,0.00,1200.07,5201.27,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
5.851,0.00,900.04,4000.75,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
5.997,100.00,900.04,3000.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.143,200.00,900.04,3900.71,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.289,0.00,1400.09,3300.51,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00
6.435,200.00,1400.09,4000.75,100.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
6.581,0.00,700.02,3300.51,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.727,0.00,700.02,3400.54,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.873,0.00,1000.05,2900.39,300.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
7.018,0.00,1000.05,3500.57,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.165,0.00,900.04,3200.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.311,100.00,900.04,2300.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.457,0.00,700.02,3200.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.603,200.00,1000.05,3800.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.749,0.00,1000.05,2300.25,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
