D:\Daten\2015\10_Oktober\151019a.B\029.D
Intensity Vs Time,CPS
Time [Sec],Mg25,Al27,P31,Ca43,Sr88,Y89,Ba137,La139,Ce140,Pb208,Th232,U238
0.156,0.00,400.01,4901.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.302,0.00,500.01,4400.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.448,100.00,1000.05,3400.54,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.594,0.00,900.04,2700.34,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
0.740,0.00,700.02,4400.91,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.886,0.00,600.02,3900.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.032,0.00,1800.15,2700.34,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
1.178,0.00,1800.15,4200.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.324,200.00,500.01,2800.37,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
1.470,0.00,1100.06,4000.75,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.616,0.00,500.01,3500.57,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00
1.762,0.00,700.02,3500.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.908,100.00,1300.08,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
2.054,100.00,500.01,3500.57,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2.200,200.00,600.02,3700.64,200.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2.346,0.00,600.02,2400.27,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.492,0.00,400.01,3800.68,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.638,0.00,900.04,3200.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.784,0.00,1100.06,2800.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.930,0.00,1700.14,3900.71,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.076,0.00,800.03,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.222,0.00,1000.05,3200.48,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.368,0.00,1100.06,3000.42,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.514,0.00,500.01,3700.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.660,0.00,1400.09,3800.68,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.806,100.00,900.04,2600.32,200.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
3.952,0.00,1100.06,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00
4.098,0.00,1100.06,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.244,0.00,800.03,3400.54,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
4.390,0.00,700.02,3200.48,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00
4.537,200.00,1300.08,3200.48,300.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
4.683,100.00,400.01,2400.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.829,0.00,800.03,3500.57,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4.975,0.00,800.03,3900.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.121,0.00,1300.08,2100.21,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.267,0.00,500.01,4100.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.413,100.00,800.03,3700.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.559,0.00,1200.07,3700.64,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
5.705,0.00,400.01,3900.71,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.851,0.00,1300.08,3900.71,200.00,0.00,0.00,3100.47,0.00,0.00,0.00,0.00,0.00
5.997,0.00,500.01,2100.21,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
6.143,100.00,800.03,2900.39,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.289,0.00,500.01,3900.71,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.435,0.00,900.04,3300.51,300.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.581,0.00,400.01,3400.54,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
6.727,0.00,1000.05,2400.27,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.873,100.00,400.01,2300.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.018,100.00,900.04,3000.42,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,200.00
7.165,100.00,1100.06,2600.32,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.311,100.00,900.04,2400.27,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.457,0.00,800.03,4100.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
7.603,0.00,800.03,2300.25,200.00,100.00,0.00,200.00,0.00,0.00,0.00,0.00,100.00
7.749,100.00,800.03,3000.42,200.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.895,100.00,1200.07,3000.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.041,0.00,1400.09,3900.71,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.187,100.00,1000.05,4300.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.333,0.00,800.03,4000.75,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
8.479,0.00,1200.07,3200.48,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.625,100.00,1100.06,3800.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.771,0.00,1700.14,2600.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.917,0.00,700.02,2600.32,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
9.063,0.00,1000.05,3300.51,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
9.209,0.00,700.02,4200.83,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9.355,0.00,1000.05,4400.91,200.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00
9.501,0.00,900.04,2800.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9.647,200.00,1400.09,3400.54,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9.793,100.00,800.03,2800.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9.939,0.00,1300.08,2100.21,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
10.085,0.00,1100.06,4701.04,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10.231,0.00,1700.14,2900.39,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10.377,0.00,600.02,3100.45,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10.523,0.00,700.02,3200.48,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10.670,0.00,1000.05,3900.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10.816,100.00,800.03,3400.54,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
10.962,0.00,1300.08,2400.27,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.108,0.00,700.02,4100.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.254,0.00,400.01,3300.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.400,0.00,1100.06,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.546,0.00,1000.05,3600.61,200.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.692,100.00,700.02,2400.27,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.838,100.00,400.01,5001.17,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00
11.984,0.00,1000.05,1900.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12.130,0.00,1200.07,4901.13,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12.276,0.00,800.03,2400.27,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12.422,0.00,1200.07,2800.37,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
12.568,100.00,1800.15,2900.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
12.714,100.00,800.03,3500.57,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12.860,0.00,1000.05,2200.23,200.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
13.006,0.00,600.02,2900.39,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13.152,0.00,1000.05,3000.42,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
13.298,0.00,500.01,2900.39,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13.444,0.00,900.04,3800.68,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13.590,100.00,1200.07,3800.68,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
13.736,0.00,1200.07,4300.87,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13.882,0.00,600.02,4600.99,300.00,0.00,0.00,0.00,200.00,0.00,100.00,0.00,0.00
14.028,0.00,700.02,3700.64,200.00,0.00,100.00,100.00,0.00,0.00,100.00,0.00,0.00
14.174,0.00,800.03,2900.39,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14.320,100.00,1100.06,3000.42,200.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
14.466,0.00,1600.12,2900.39,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14.612,0.00,1200.07,3400.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14.758,100.00,600.02,2600.32,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14.904,100.00,1000.05,3900.71,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15.050,100.00,1200.07,3900.71,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15.196,0.00,600.02,2500.29,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15.342,0.00,600.02,3500.57,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
15.488,0.00,900.04,2700.34,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15.634,300.00,800.03,3500.57,100.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
15.780,0.00,1000.05,2800.37,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15.926,0.00,1000.05,3400.54,0.00,0.00,0.00,100.00,0.00,0.00,400.01,0.00,0.00
16.072,0.00,500.01,2500.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16.218,0.00,1200.07,2900.39,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
16.364,0.00,1400.09,3800.68,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16.510,100.00,1200.07,4600.99,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16.656,100.00,900.04,3000.42,400.01,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
16.803,0.00,900.04,4100.79,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
16.949,0.00,1100.06,3400.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17.095,0.00,900.04,3200.48,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
17.241,0.00,600.02,3400.54,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00
17.386,100.00,700.02,3900.71,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17.533,0.00,600.02,4000.75,200.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
17.679,0.00,1500.11,4400.91,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
17.825,0.00,1000.05,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17.971,0.00,900.04,3800.68,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18.117,0.00,800.03,3400.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18.263,100.00,800.03,2600.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18.409,0.00,700.02,3200.48,22724.33,1300.08,0.00,100.00,0.00,0.00,600.02,0.00,200.00
18.555,22423.48,134339.20,61376.12,838280.68,66110.00,300.00,25532.12,1700.14,2900.42,80327.54,1200.07,2800.41
18.701,168009.23,1241516.92,195577.06,2922603.39,209290.19,1500.11,75782.25,195468.56,11706.77,148211.25,300.00,2300.27
18.847,268734.04,1716503.75,286189.22,3234578.00,231146.88,900.04,258248.61,2400.28,4501.00,128637.94,300.00,1900.19
18.993,213203.94,1892421.53,242117.58,3390882.50,219804.35,500.01,83845.37,1600.13,2300.26,97784.94,500.01,2100.23
19.139,187020.87,1508371.81,222190.80,3396328.59,223685.97,500.01,44698.34,1100.06,2000.20,59982.83,0.00,1400.10
19.285,146496.39,388216.37,197715.96,3279615.70,189617.30,200.00,30846.87,800.03,1300.08,43496.21,400.01,1800.17
19.431,130896.07,269455.11,184481.96,3259744.80,193997.23,300.00,18717.27,100.00,500.01,25031.90,0.00,2900.43
19.577,102488.69,194147.88,159788.16,3161115.70,184221.40,200.00,53641.57,300.00,10105.04,15111.63,100.00,2700.38
19.723,108952.11,119261.87,162326.07,3025667.84,164392.37,100.00,12908.21,200.00,500.01,11006.17,100.00,2400.30
19.869,102387.73,126140.16,159991.19,3175966.87,152005.61,100.00,14510.38,200.00,100.00,7402.79,0.00,1400.10
20.015,98955.63,36161.09,151975.21,2902414.91,157486.47,0.00,15011.11,100.00,300.00,6001.84,0.00,1600.13
20.161,90581.94,48710.77,146398.01,2945164.13,162868.59,200.00,10805.76,100.00,100.00,4601.08,0.00,2600.35
20.307,104407.09,21521.65,145181.56,2804261.98,159821.77,100.00,9704.64,0.00,200.00,4601.08,0.00,1700.15
20.453,94112.23,83122.04,143762.52,2897044.21,162868.59,0.00,10905.87,0.00,100.00,3100.49,0.00,1200.07
20.599,87153.63,21321.25,146296.65,2765137.76,159923.33,0.00,10305.24,0.00,0.00,2500.32,0.00,1400.10
20.745,97744.59,15811.69,133632.03,2831817.64,151701.19,0.00,8303.40,0.00,200.00,2100.22,100.00,1300.09
20.891,91893.05,14109.31,136974.04,2755398.50,139430.80,300.00,7402.70,200.00,0.00,1200.07,0.00,1200.07
21.037,84935.90,7402.56,128064.35,2764979.16,156369.74,200.00,10905.87,0.00,100.00,1500.11,0.00,1300.09
21.183,81106.34,7202.43,123106.48,2685461.19,149469.12,0.00,8903.91,0.00,0.00,1600.13,0.00,700.03
21.329,93607.82,58861.68,142749.03,2775845.96,140444.34,0.00,13008.34,0.00,0.00,600.02,0.00,1800.17
21.475,82718.62,9504.23,125231.00,2615557.09,138721.39,0.00,11005.97,100.00,0.00,900.04,0.00,1400.10
21.621,85540.69,4200.83,133733.30,2577669.20,138518.69,0.00,9804.74,0.00,0.00,500.01,0.00,1700.15
21.767,88061.02,6001.68,128165.54,2611205.33,150585.10,100.00,9904.84,0.00,100.00,900.04,0.00,1000.05
21.913,86649.57,4801.08,126647.59,3041220.58,143485.53,0.00,10305.24,0.00,0.00,500.01,0.00,1700.15
22.058,87153.63,4400.91,120780.09,2650588.54,139633.50,0.00,10405.34,0.00,0.00,300.00,0.00,1300.09
22.205,87758.55,4000.75,135454.82,2717694.40,153629.26,0.00,10205.14,0.00,100.00,300.00,0.00,1100.06
22.351,82718.62,5001.17,131809.56,2579064.12,143181.39,0.00,8503.57,300.00,0.00,800.03,0.00,1700.15
22.497,85137.49,5201.27,125028.64,2578120.17,154745.69,0.00,9204.18,0.00,0.00,500.01,0.00,1900.19
22.643,86044.70,3700.64,118454.24,2530994.00,145412.08,100.00,9104.09,0.00,0.00,300.00,0.00,1400.10
22.789,85540.69,4200.83,129784.95,2616801.62,145209.29,200.00,8503.57,0.00,0.00,500.01,0.00,1400.10
22.935,87254.45,4600.99,118049.77,2554649.08,145817.70,0.00,10905.87,0.00,0.00,600.02,0.00,1700.15
23.082,78587.65,5301.32,117544.23,2556085.60,137505.35,0.00,10405.34,0.00,0.00,500.01,0.00,1000.05
23.228,82517.09,4500.95,126344.02,2607471.74,140444.34,0.00,9504.45,0.00,100.00,100.00,0.00,1000.05
23.374,80300.30,4500.95,125838.09,2587767.64,138518.69,0.00,7402.70,0.00,0.00,300.00,0.00,1400.10
23.520,79292.83,2300.25,117443.13,2513503.38,146527.63,0.00,8903.91,100.00,0.00,200.00,0.00,2300.27
23.666,85943.89,3100.45,115320.14,2532196.93,139836.18,100.00,10205.14,0.00,0.00,0.00,0.00,2400.30
23.812,85339.09,3200.48,127963.15,2512501.23,137910.67,300.00,10405.34,0.00,0.00,200.00,0.00,1700.15
23.958,90481.09,2300.25,123612.27,2574369.78,136796.06,0.00,8503.57,0.00,100.00,0.00,0.00,1400.10
24.104,77479.61,2000.19,129582.52,2574169.39,135175.03,0.00,10105.04,0.00,0.00,200.00,0.00,1300.09
24.250,87254.45,2700.34,122600.71,2592152.79,140748.43,0.00,9704.64,0.00,0.00,0.00,0.00,1800.17
24.396,87355.26,2700.34,112187.01,2597181.11,142066.19,200.00,9404.36,0.00,0.00,0.00,100.00,1400.10
24.542,87254.45,2900.39,117544.23,2548509.82,143485.53,300.00,10905.87,0.00,0.00,200.00,0.00,2000.21
24.688,80401.05,3100.45,114814.75,2387519.19,142167.57,100.00,9604.55,0.00,0.00,100.00,0.00,1600.13
24.834,84028.78,2400.27,120476.70,2463537.36,134769.79,200.00,8603.65,0.00,0.00,400.01,0.00,1700.15
24.980,87153.63,3000.42,132214.53,2562559.04,144905.07,100.00,10105.04,0.00,0.00,400.01,0.00,2100.23
25.126,81710.91,3200.48,124522.78,2700395.76,141457.97,200.00,11606.64,0.00,0.00,0.00,0.00,1600.13
25.272,86145.52,3500.57,128772.79,2682604.55,137302.69,0.00,9304.27,0.00,0.00,100.00,100.00,1800.17
25.418,81408.64,2200.23,123106.48,2521714.12,144398.06,100.00,9504.45,0.00,0.00,0.00,0.00,1700.15
25.564,81307.86,2400.27,134543.39,2609468.03,144398.06,0.00,10505.44,0.00,0.00,400.01,0.00,1200.07
25.710,82517.09,3000.42,125332.18,2580559.24,142775.86,100.00,8603.65,0.00,0.00,300.00,0.00,1300.09
25.856,83524.85,3400.54,115219.08,2412260.01,131022.24,100.00,8303.40,0.00,0.00,0.00,0.00,1500.12
26.002,88867.65,2100.21,124219.27,2600789.51,135681.57,0.00,9104.09,0.00,0.00,100.00,0.00,1200.07
26.148,85036.70,2600.32,130797.21,2594023.69,144398.06,200.00,9104.09,0.00,0.00,100.00,0.00,2200.25
26.294,76573.10,4400.91,125838.09,2599686.97,139329.46,0.00,11506.53,0.00,0.00,100.00,0.00,1700.15
26.440,80804.08,3800.68,114915.84,2506721.15,138924.08,0.00,8103.24,0.00,0.00,200.00,0.00,2000.21
26.586,85843.10,2600.32,128165.54,2499044.98,134465.91,0.00,10105.04,0.00,0.00,200.00,0.00,900.04
26.732,82416.31,2300.25,120274.44,2475481.89,140951.14,0.00,10205.14,0.00,0.00,0.00,0.00,1700.15
26.878,83323.29,3500.57,123005.31,2479123.69,146730.45,100.00,7903.08,0.00,0.00,300.00,0.00,2100.23
27.024,81408.64,1900.17,118959.82,2556453.18,143384.15,200.00,8003.16,0.00,0.00,0.00,0.00,2100.23
27.170,80098.79,3300.51,120678.96,2613903.38,131528.60,0.00,8703.73,0.00,0.00,100.00,0.00,1400.10
27.316,85540.69,2300.25,119869.92,2474020.17,138012.01,100.00,8903.91,0.00,0.00,0.00,0.00,1600.13
27.462,84835.10,3000.42,117342.04,2600705.92,130414.68,100.00,8003.16,0.00,0.00,400.01,100.00,1500.12
27.608,77177.44,3100.45,124826.30,2546588.73,136086.82,100.00,8903.91,0.00,0.00,0.00,100.00,1900.19
27.754,78386.18,4000.75,133530.78,2541151.03,130212.15,0.00,7502.78,0.00,0.00,0.00,0.00,1600.13
27.900,76774.56,3900.71,117847.56,2524245.17,136492.11,100.00,9504.45,0.00,0.00,100.00,0.00,1800.17
28.046,90279.41,2800.37,131202.15,2468031.31,133554.21,100.00,9204.18,0.00,0.00,0.00,0.00,1600.13
28.192,85137.49,2900.39,120678.96,2613619.20,131731.16,0.00,9004.00,0.00,0.00,300.00,0.00,1700.15
28.338,82214.75,2500.29,133024.51,2556127.40,138822.73,200.00,9204.18,0.00,0.00,0.00,0.00,800.03
28.484,75263.87,2500.29,120780.09,2546847.52,136188.15,100.00,8803.82,0.00,0.00,300.00,0.00,1400.10
28.630,76170.27,3800.68,119869.92,2487618.41,136289.48,0.00,11005.97,0.00,0.00,100.00,0.00,2100.23
28.776,73048.60,2300.25,120577.83,2355544.97,144600.85,0.00,11005.97,0.00,0.00,0.00,0.00,2200.25
28.922,76975.99,2300.25,119566.53,2475657.28,153933.73,0.00,8203.32,0.00,0.00,200.00,0.00,1600.13
29.068,84129.57,3300.51,123207.63,2614730.14,139532.16,0.00,10004.94,0.00,0.00,100.00,0.00,2000.21
29.215,78789.13,6101.74,132518.26,2647706.70,131022.24,100.00,9204.18,0.00,0.00,100.00,0.00,1400.10
29.361,82315.54,2000.19,120780.09,2545018.42,134162.01,100.00,8603.65,0.00,100.00,100.00,0.00,1400.10
