D:\Daten\2015\10_Oktober\151019a.B\035.D
Intensity Vs Time,CPS
Time [Sec],Mg25,Al27,P31,Ca43,Sr88,Y89,Ba137,La139,Ce140,Pb208,Th232,U238
0.156,0.00,800.03,3500.57,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
0.302,0.00,800.03,3300.51,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.448,100.00,700.02,3000.42,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
0.594,100.00,700.02,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
0.740,0.00,800.03,3300.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.886,0.00,1000.05,3000.42,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.032,0.00,600.02,2600.32,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
1.178,0.00,500.01,3300.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.324,0.00,800.03,2500.29,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
1.470,0.00,800.03,3700.64,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.616,0.00,600.02,3800.68,200.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
1.762,0.00,700.02,4300.87,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.908,300.00,1700.14,2700.34,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.054,100.00,400.01,3300.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.200,0.00,700.02,2800.37,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
2.346,200.00,1100.06,2500.29,200.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2.492,100.00,900.04,4200.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.639,100.00,1000.05,3900.71,400.01,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
2.785,100.00,800.03,3200.48,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00
2.931,0.00,1600.12,2400.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.077,0.00,1300.08,4000.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.223,0.00,1200.07,4000.75,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.369,0.00,1200.07,3400.54,0.00,0.00,100.00,0.00,0.00,0.00,200.00,0.00,0.00
3.515,0.00,1000.05,3600.61,100.00,0.00,0.00,200.00,0.00,100.00,0.00,0.00,0.00
3.661,0.00,1100.06,2600.32,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00
