D:\Daten\2015\10_Oktober\151019a.B\031.D
Intensity Vs Time,CPS
Time [Sec],Mg25,Al27,P31,Ca43,Sr88,Y89,Ba137,La139,Ce140,Pb208,Th232,U238
0.156,0.00,900.04,3800.68,300.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
0.302,100.00,500.01,3800.68,100.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
0.448,0.00,1400.09,4000.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
0.594,0.00,700.02,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
0.740,0.00,1000.05,2600.32,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.886,0.00,1100.06,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.032,0.00,800.03,2700.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.178,0.00,500.01,4200.83,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.324,200.00,700.02,3000.42,200.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
1.470,0.00,1400.09,4000.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.616,100.00,900.04,4000.75,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
1.762,100.00,700.02,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.908,100.00,1000.05,2900.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.054,0.00,1000.05,2500.29,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.200,0.00,600.02,2900.39,100.00,200.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00
2.346,0.00,1200.07,2800.37,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2.492,100.00,1500.11,4200.83,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.638,0.00,900.04,3600.61,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.784,0.00,900.04,4500.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.930,0.00,1400.09,3200.48,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.076,0.00,900.04,3100.45,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00
3.222,0.00,1400.09,3800.68,300.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.368,0.00,700.02,3500.57,200.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00
3.514,0.00,1200.07,3700.64,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.661,0.00,500.01,2600.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.807,0.00,1000.05,3300.51,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
3.953,0.00,1800.15,3700.64,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
4.099,0.00,600.02,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.245,0.00,500.01,4000.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.391,0.00,700.02,3300.51,200.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
4.537,0.00,1100.06,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.683,0.00,900.04,3100.45,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
4.829,0.00,800.03,3100.45,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.975,100.00,1100.06,2200.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.121,0.00,600.02,4500.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.267,0.00,600.02,3600.61,100.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00
5.413,0.00,1000.05,3100.45,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.559,0.00,1200.07,3500.57,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.705,0.00,700.02,3400.54,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
5.851,0.00,200.00,3300.51,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.997,300.00,1700.14,1900.17,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.143,0.00,1000.05,3600.61,100.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00
6.289,0.00,1400.09,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.435,0.00,500.01,3500.57,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.581,0.00,900.04,2400.27,0.00,100.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00
6.727,100.00,1300.08,2900.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.873,100.00,1200.07,3400.54,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.018,0.00,800.03,4200.83,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.165,0.00,1100.06,2500.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.311,0.00,600.02,3400.54,200.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00
7.457,0.00,1500.11,3800.68,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.603,0.00,500.01,3100.45,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.749,0.00,700.02,2700.34,100.00,100.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
7.895,0.00,700.02,2700.34,100.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00
8.041,0.00,1100.06,4801.08,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.187,100.00,600.02,4000.75,200.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
8.333,0.00,1500.11,3300.51,100.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00
8.479,0.00,1000.05,4600.99,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00
8.625,0.00,600.02,3700.64,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.771,100.00,900.04,3500.57,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00
8.917,100.00,700.02,3600.61,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9.063,0.00,900.04,3200.48,400.01,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
9.209,0.00,600.02,3500.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9.355,0.00,500.01,4500.95,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
9.501,100.00,1000.05,3900.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9.647,0.00,500.01,3800.68,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
9.794,0.00,1200.07,2600.32,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9.940,0.00,1100.06,4500.95,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
10.086,0.00,300.00,3600.61,0.00,0.00,0.00,0.00,0.00,300.00,100.00,0.00,0.00
10.232,0.00,1400.09,2000.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10.378,200.00,800.03,2900.39,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10.524,0.00,1600.12,3200.48,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10.670,0.00,800.03,4901.13,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10.816,100.00,700.02,3400.54,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
10.962,100.00,700.02,2600.32,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
11.108,0.00,900.04,4100.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
11.254,0.00,900.04,4100.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.400,0.00,600.02,3900.71,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.546,300.00,1300.08,2900.39,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
11.692,0.00,1500.11,3300.51,100.00,200.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
11.838,0.00,1400.09,2500.29,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
