D:\Daten\2015\10_Oktober\151019a.B\041.D
Intensity Vs Time,CPS
Time [Sec],Mg25,Al27,P31,Ca43,Sr88,Y89,Ba137,La139,Ce140,Pb208,Th232,U238
0.156,0.00,700.02,3100.45,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.302,0.00,1100.06,2300.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
0.448,0.00,1000.05,3400.54,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
0.594,300.00,900.04,3800.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.740,0.00,600.02,2200.23,300.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00
0.886,0.00,900.04,3800.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.032,0.00,900.04,4500.95,400.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.178,100.00,500.01,3600.61,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.324,0.00,600.02,3300.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.470,100.00,600.02,2700.34,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.616,100.00,1700.14,3100.45,400.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.762,0.00,800.03,4100.79,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00
1.908,0.00,900.04,3400.54,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
2.054,100.00,1000.05,3400.54,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.200,0.00,900.04,2800.37,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.346,0.00,600.02,3100.45,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00
2.492,100.00,700.02,4500.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
2.638,100.00,800.03,2800.37,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.784,0.00,900.04,3800.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.930,0.00,400.01,3600.61,100.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
3.076,0.00,1200.07,2800.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.222,100.00,900.04,3400.54,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.368,0.00,1600.12,4500.95,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.514,0.00,800.03,2600.32,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
