D:\Daten\2015\10_Oktober\151019a.B\033.D
Intensity Vs Time,CPS
Time [Sec],Mg25,Al27,P31,Ca43,Sr88,Y89,Ba137,La139,Ce140,Pb208,Th232,U238
0.156,0.00,1200.07,2700.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.302,0.00,900.04,2500.29,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.448,100.00,700.02,3200.48,100.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
0.594,100.00,1500.11,2800.37,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.740,100.00,1000.05,2500.29,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
0.886,0.00,900.04,3700.64,100.00,0.00,100.00,100.00,0.00,0.00,0.00,100.00,0.00
1.032,0.00,600.02,3500.57,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.178,0.00,900.04,2900.39,0.00,100.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00
1.324,0.00,1000.05,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.470,0.00,800.03,2400.27,400.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
1.616,0.00,700.02,2800.37,300.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00
1.762,0.00,600.02,2800.37,0.00,100.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00
1.908,100.00,1000.05,3300.51,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.054,0.00,700.02,3800.68,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.200,0.00,900.04,3200.48,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2.346,0.00,300.00,4500.95,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
2.492,0.00,800.03,3300.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
2.638,0.00,900.04,3700.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.784,0.00,1100.06,2800.37,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
2.930,0.00,500.01,2400.27,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00
3.076,0.00,800.03,3100.45,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.222,0.00,1200.07,3000.42,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
3.368,0.00,900.04,4500.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.514,0.00,900.04,3200.48,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
