D:\Daten\2015\10_Oktober\151019a.B\037.D
Intensity Vs Time,CPS
Time [Sec],Mg25,Al27,P31,Ca43,Sr88,Y89,Ba137,La139,Ce140,Pb208,Th232,U238
0.156,0.00,1300.08,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.302,0.00,700.02,3600.61,400.01,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.448,100.00,1000.05,2600.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.594,0.00,1000.05,3300.51,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
0.740,0.00,1600.12,2600.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.886,0.00,1700.14,3100.45,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.032,100.00,900.04,3500.57,200.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.178,0.00,1200.07,2800.37,300.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00
1.324,0.00,1000.05,3600.61,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
1.470,0.00,500.01,2700.34,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.616,0.00,600.02,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.762,0.00,700.02,3200.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.908,0.00,800.03,2700.34,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.054,300.00,900.04,3600.61,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2.200,0.00,700.02,4500.95,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.346,0.00,700.02,2900.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.492,0.00,1500.11,3800.68,100.00,0.00,0.00,0.00,0.00,0.00,347135.14,0.00,0.00
2.638,100.00,1000.05,2800.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.784,0.00,700.02,3300.51,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.930,0.00,600.02,2200.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.076,0.00,800.03,3800.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.222,0.00,1000.05,3500.57,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
3.368,0.00,900.04,2400.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
3.514,0.00,900.04,3300.51,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.660,100.00,600.02,4300.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
3.806,100.00,700.02,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.952,0.00,1400.09,3500.57,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
4.098,100.00,1400.09,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.244,0.00,600.02,3300.51,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.390,0.00,1000.05,3200.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.536,0.00,1500.11,3600.61,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.682,0.00,800.03,3800.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.828,0.00,900.04,3900.71,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
4.974,0.00,1500.11,3900.71,100.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
5.121,0.00,600.02,4600.99,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.267,200.00,1300.08,2400.27,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
5.413,0.00,600.02,3200.48,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.559,0.00,1100.06,3800.68,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
5.705,0.00,800.03,3300.51,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
5.851,0.00,1200.07,4400.91,200.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00
5.997,0.00,1100.06,3900.71,100.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
6.143,100.00,500.01,9304.06,400.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.289,0.00,800.03,2900.39,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.435,0.00,1100.06,3100.45,100.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
6.581,100.00,1500.11,3200.48,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
6.727,100.00,1300.08,2900.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.873,0.00,1400.09,4500.95,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.018,0.00,1000.05,3200.48,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
