D:\Daten\2015\10_Oktober\151019a.B\052.D
Intensity Vs Time,CPS
Time [Sec],Mg25,Al27,P31,Ca43,Sr88,Y89,Ba137,La139,Ce140,Pb208,Th232,U238
0.156,0.00,800.03,2600.32,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.302,0.00,1900.17,4300.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.448,100.00,1200.07,2800.37,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.594,0.00,800.03,3000.42,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00
0.740,0.00,600.02,4600.99,0.00,100.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00
0.886,0.00,1100.06,3600.61,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.032,100.00,600.02,3200.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.178,100.00,1300.08,3300.51,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.324,100.00,200.00,2800.37,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
1.470,0.00,900.04,2500.29,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
1.616,0.00,1600.12,3400.54,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.762,0.00,600.02,4500.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.908,0.00,1200.07,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.055,0.00,900.04,2800.37,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2.201,0.00,1000.05,4801.08,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.346,0.00,1700.14,2700.34,0.00,100.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
2.493,100.00,1200.07,3000.42,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
