D:\Daten\2015\10_Oktober\151019a.B\006.D
Intensity Vs Time,CPS
Time [Sec],Mg25,Al27,P31,Ca43,Sr88,Y89,Ba137,La139,Ce140,Pb208,Th232,U238
0.156,0.00,400.01,2500.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.302,0.00,1200.07,2500.29,100.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
0.448,100.00,800.03,3300.51,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
0.594,0.00,700.02,2700.34,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.740,0.00,800.03,2100.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.886,0.00,600.02,2200.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.032,0.00,700.02,3500.57,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
1.178,0.00,600.02,3400.54,200.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
1.324,0.00,800.03,3100.45,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
1.470,0.00,800.03,4701.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.616,0.00,900.04,4000.75,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
1.762,0.00,1000.05,2500.29,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.908,0.00,700.02,3000.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.054,0.00,1000.05,2500.29,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.200,0.00,1200.07,1700.14,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.346,100.00,900.04,1900.17,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.492,200.00,600.02,2700.34,500.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.638,0.00,1000.05,2800.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.784,0.00,900.04,2800.37,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2.930,0.00,1100.06,2700.34,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.076,100.00,1400.09,3200.48,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
