D:\Daten\2015\10_Oktober\151019a.B\005.D
Intensity Vs Time,CPS
Time [Sec],Mg25,Al27,P31,Ca43,Sr88,Y89,Ba137,La139,Ce140,Pb208,Th232,U238
0.156,100.00,1300.08,2900.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.302,100.00,700.02,2700.34,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.448,100.00,1500.11,3000.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.594,100.00,1700.14,2500.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
0.740,0.00,1200.07,2600.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.886,0.00,700.02,2800.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.032,0.00,700.02,2600.32,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.178,0.00,600.02,3100.45,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00
1.324,0.00,1100.06,2600.32,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
1.470,0.00,1100.06,3000.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.616,0.00,900.04,2800.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.762,0.00,800.03,3500.57,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.908,0.00,600.02,3700.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.054,0.00,1100.06,2600.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.200,0.00,800.03,3800.68,200.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2.346,0.00,900.04,3200.48,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
2.492,0.00,900.04,3300.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.638,0.00,700.02,4000.75,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.784,0.00,900.04,4300.87,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.930,0.00,800.03,2900.39,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.076,0.00,500.01,3700.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.222,0.00,900.04,2300.25,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
3.368,200.00,800.03,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.514,100.00,800.03,3300.51,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.660,0.00,800.03,2700.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.806,0.00,1300.08,3400.54,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.952,100.00,200.00,2700.34,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00
4.098,0.00,900.04,2800.37,100.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
4.244,200.00,1600.12,2700.34,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.390,0.00,1300.08,3400.54,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
4.536,100.00,1300.08,3200.48,300.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.682,0.00,1200.07,2500.29,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00
4.829,0.00,700.02,2300.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.975,0.00,1300.08,2600.32,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.121,0.00,500.01,3200.48,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5.267,0.00,1400.09,2600.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.413,0.00,1000.05,1900.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.559,0.00,700.02,2900.39,100.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00
5.705,100.00,400.01,2600.32,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.851,0.00,1100.06,2200.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
