D:\Daten\2015\10_Oktober\151019a.B\001.D
Intensity Vs Time,CPS
Time [Sec],Mg25,Al27,P31,Ca43,Sr88,Y89,Ba137,La139,Ce140,Pb208,Th232,U238
0.156,0.00,1000.05,3000.42,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
0.302,0.00,600.02,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.448,100.00,1200.07,3000.42,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00
0.594,0.00,700.02,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
0.740,0.00,1000.05,3800.68,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
0.886,0.00,900.04,2900.39,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.032,0.00,1100.06,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.178,0.00,800.03,2800.37,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.324,100.00,700.02,2600.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.470,100.00,1100.06,3400.54,300.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
1.616,100.00,1000.05,3900.71,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.762,0.00,600.02,4000.75,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.908,100.00,1400.09,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.054,0.00,900.04,3800.68,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.200,100.00,1000.05,3000.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.346,0.00,800.03,2800.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.492,0.00,1800.15,2800.37,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2.638,0.00,1200.07,4801.08,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.784,0.00,900.04,3300.51,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2.930,0.00,1100.06,2800.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.076,0.00,800.03,3400.54,200.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
3.222,0.00,1000.05,3800.68,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
3.369,0.00,700.02,3500.57,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.515,0.00,1100.06,4000.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.661,0.00,1200.07,5001.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
3.807,0.00,1100.06,5301.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.953,0.00,1100.06,4400.91,0.00,0.00,100.00,0.00,200.00,0.00,0.00,0.00,0.00
4.099,200.00,200.00,2500.29,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.245,0.00,900.04,3100.45,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
4.391,100.00,500.01,3700.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.537,0.00,1000.05,2600.32,100.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00
4.683,0.00,1100.06,4600.99,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.829,0.00,500.01,3800.68,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.975,0.00,900.04,4200.83,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.121,100.00,800.03,3900.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.267,0.00,700.02,2900.39,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
5.413,0.00,200.00,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00
5.559,0.00,700.02,3500.57,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.705,0.00,800.03,3700.64,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.851,0.00,1000.05,3300.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.997,0.00,500.01,3400.54,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.143,0.00,200.00,3200.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
6.289,0.00,900.04,4000.75,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.435,0.00,1100.06,2900.39,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.581,0.00,700.02,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.727,0.00,700.02,3100.45,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
6.873,0.00,800.03,2700.34,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
7.018,100.00,700.02,4801.08,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
7.165,0.00,1200.07,2900.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.311,0.00,1400.09,3400.54,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.457,0.00,900.04,4701.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.603,0.00,1400.09,2900.39,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
7.749,0.00,1800.15,3200.48,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.895,100.00,600.02,3300.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
