D:\Daten\2015\10_Oktober\151019b.B\017.D
Intensity Vs Time,CPS
Time [Sec],Mg25,Al27,P31,Ca43,Sr88,Y89,Ba137,La139,Ce140,Pb208,Th232,U238
0.156,100.00,700.02,3000.42,200.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00
0.302,16612.89,1500.11,2200.23,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
0.448,0.00,700.02,1900.17,26232.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.594,100.00,900.04,3000.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.740,100.00,1500.11,3300.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.886,100.00,900.04,3500.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.032,300.00,1100.06,2600.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.178,0.00,1400.09,3800.68,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.324,0.00,900.04,2900.39,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.470,0.00,700.02,2600.32,400.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.616,0.00,1300.08,3200.48,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
1.762,0.00,700.02,3100.45,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.908,100.00,900.04,3700.64,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2.055,100.00,600.02,2000.19,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00
2.201,0.00,800.03,3200.48,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.346,0.00,1300.08,2900.39,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.493,0.00,900.04,2800.37,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
2.639,200.00,400.01,3000.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.785,0.00,500.01,3100.45,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2.931,100.00,1000.05,2900.39,200.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
3.077,0.00,400.01,3300.51,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.223,0.00,800.03,4300.87,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
3.369,100.00,1000.05,3400.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.515,0.00,1200.07,3000.42,100.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00
3.661,300.00,1300.08,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.807,100.00,1100.06,2300.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
3.953,0.00,900.04,3700.64,200.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00
4.099,100.00,600.02,2700.34,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.245,0.00,1600.12,2900.39,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00
4.391,0.00,800.03,3900.71,0.00,100.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00
4.537,0.00,1500.11,3200.48,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
4.683,100.00,1000.05,3400.54,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.829,100.00,900.04,2400.27,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
