D:\Daten\2015\10_Oktober\151019b.B\002.D
Intensity Vs Time,CPS
Time [Sec],Mg25,Al27,P31,Ca43,Sr88,Y89,Ba137,La139,Ce140,Pb208,Th232,U238
0.156,0.00,700.02,2000.19,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.302,0.00,1300.08,2800.37,300.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.448,0.00,700.02,2500.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.594,0.00,1100.06,2500.29,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.740,0.00,1900.17,1900.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.886,0.00,600.02,3300.51,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.032,0.00,1100.06,2600.32,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
1.178,0.00,500.01,1900.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.324,0.00,1200.07,3300.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.470,100.00,1200.07,2700.34,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
1.616,0.00,1600.12,2600.32,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00
1.762,100.00,500.01,2900.39,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.908,200.00,900.04,3600.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.054,100.00,1100.06,2500.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.200,200.00,1300.08,2000.19,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00
2.346,200.00,800.03,2400.27,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2.492,0.00,600.02,3300.51,0.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00
2.638,0.00,600.02,3400.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
