"x"
"Mg"	0.5
"Al"	0.39
"P"	0.04
"Ca"	1
"Sr"	2.78
"Y"	2.21
"Ba"	5.71
"La"	4.8
"Ce"	6.22
"Pb"	10.39
"Th"	10.61
"U"	14.33
